"No.","Time","MAC timestamp","Source","elevation","Severity level","Service Info PSID","Elevation","Checksum","Protocol","Latitude","Longitude","Destination Port","elevation"
"16098","0.011126","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16099","0.030372","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16100","0.000176","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16101","0.064445","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16102","0.070632","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16103","0.022737","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16104","0.006563","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16105","0.019379","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16106","0.051809","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16107","0.005772","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16108","0.028126","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16109","0.014635","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16110","0.050260","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16111","0.031052","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16112","0.069046","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16113","0.000746","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16114","0.030273","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16115","0.020635","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16116","0.000193","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16117","0.080352","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16118","0.000575","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16119","0.067879","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16120","0.031139","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16121","0.022906","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16122","0.031714","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16123","0.013354","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16124","0.006146","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16125","0.024927","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16126","0.000687","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16127","0.068250","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16128","0.000658","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16129","0.031238","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16130","0.068469","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16131","0.023564","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16132","0.040616","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16133","0.000210","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16134","0.064807","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16135","0.000837","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16136","0.071108","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16137","0.010477","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16138","0.012158","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16139","0.008265","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16140","0.047301","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16141","0.020940","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16142","0.010251","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16143","0.019642","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16144","0.069506","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16145","0.032148","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16146","0.067784","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16147","0.000704","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16148","0.001128","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16149","0.028274","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16150","0.020600","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16151","0.000183","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16152","0.073843","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"16153","0.005360","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16154","0.069983","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16155","0.001898","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16156","0.027481","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16157","0.006981","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16158","0.043281","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16159","0.020245","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16160","0.004774","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16161","0.026218","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16162","0.069148","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16163","0.000631","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16164","0.000497","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16165","0.030516","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16166","0.068355","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16167","0.000925","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16168","0.025422","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16169","0.003676","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16170","0.042236","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16171","0.000190","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16172","0.057006","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16173","0.071195","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16174","0.024132","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16175","0.006516","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16176","0.014066","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16177","0.034276","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16178","0.020883","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16179","0.009682","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16180","0.020984","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16181","0.068723","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16182","0.032268","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16183","0.068224","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16184","0.000487","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16185","0.000933","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16186","0.029469","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16187","0.101013","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16188","0.001223","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16189","0.017057","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16190","0.000210","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16191","0.049136","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16192","0.030197","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16193","0.070290","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16194","0.009655","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16195","0.019845","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16196","0.000609","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16197","0.001339","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16198","0.068196","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16199","0.036389","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16200","0.013276","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16201","0.050709","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16202","0.025674","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16203","0.003974","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16204","0.095508","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"16205","0.004653","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16206","0.037083","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16207","0.000195","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16208","0.032819","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16209","0.025056","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16210","0.005218","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16211","0.069503","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16212","0.004603","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16213","0.025600","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16214","0.005218","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16215","0.044046","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16216","0.020369","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16217","0.030574","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16218","0.069336","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16219","0.000595","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16220","0.031549","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16221","0.095990","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"16222","0.003362","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16223","0.000623","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16224","0.033507","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16225","0.000173","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16226","0.034322","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16227","0.030544","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16228","0.060022","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16229","0.009936","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16230","0.009633","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16231","0.020946","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16232","0.000820","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16233","0.017725","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16234","0.050399","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16235","0.031133","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16236","0.068746","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16237","0.001128","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16238","0.000477","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16239","0.024026","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16240","0.007756","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16241","0.098134","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16242","0.018863","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16243","0.000177","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16244","0.051092","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16245","0.024016","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16246","0.007734","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16247","0.066648","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16248","0.010078","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16249","0.003903","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16250","0.016096","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16251","0.056452","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16252","0.013590","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16253","0.036978","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16254","0.062784","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16255","0.001360","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16256","0.030104","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16257","0.101026","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16258","0.000506","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16259","0.003604","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"16260","0.028252","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16261","0.000184","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16262","0.035823","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16263","0.030264","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16264","0.069622","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16265","0.002010","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16266","0.021904","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16267","0.006770","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16268","0.000673","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16269","0.047653","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16270","0.020395","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16271","0.003255","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16272","0.027226","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16273","0.069636","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16274","0.001750","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16275","0.024530","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16276","0.004888","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16277","0.097962","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"16278","0.000992","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16279","0.035382","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16280","0.000172","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16281","0.034554","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16282","0.025913","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16283","0.003872","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16284","0.072254","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16285","0.009401","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16286","0.017943","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16287","0.000289","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16288","0.056648","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16289","0.017233","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16290","0.026372","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16291","0.070507","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16292","0.000468","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16293","0.029029","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16294","0.104395","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16295","0.000578","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16296","0.029657","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16297","0.000188","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16298","0.034927","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16299","0.036895","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16300","0.069150","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16301","0.005352","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16302","0.018494","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16303","0.000749","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16304","0.014102","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16305","0.041906","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16306","0.013858","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16307","0.013279","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16308","0.021904","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16309","0.064878","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"16310","0.000719","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16311","0.025225","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16312","0.007046","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16313","0.096861","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16314","0.035368","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16315","0.000226","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16316","0.033959","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16317","0.026821","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16318","0.003515","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16319","0.066746","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16320","0.009082","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16321","0.006477","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16322","0.017563","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16323","0.049506","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16324","0.035028","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16325","0.015474","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16326","0.069838","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"16327","0.000957","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16328","0.029118","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16329","0.099996","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16330","0.000580","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"16331","0.020035","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16332","0.000183","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16333","0.049542","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16334","0.032910","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16335","0.074753","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16336","0.003644","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16337","0.003069","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16338","0.015412","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"16339","0.000604","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16340","0.062033","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16341","0.007592","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"16342","0.013897","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16343","0.017000","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16344","0.068636","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"16345","0.027339","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"16346","0.002040","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16347","0.101169","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16348","0.028096","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16349","0.000254","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16350","0.042361","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"16351","0.027261","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"16352","0.003243","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16353","0.083628","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16354","0.007020","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"16355","0.000838","","fc00::5c88:47ff:fe46:edc4","","","","","","TCP","","","",""
"16356","0.010286","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16357","0.053233","","64:ff9b::a98:9e35","","","","","","TCP","","","",""
"16358","0.028122","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"16359","0.016640","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"16360","0.068849","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
